postcode,sector,easting,northing,localAuthority,altitude,soilType
PO35 5TD,PO35 5,465656.0,87978.0,Isle of Wight,10,Mixed
LU6 2ES,LU6 2,496719.0,219179.0,Buckinghamshire,100,Cambisols
ME14 2JN,ME14 2,576641.0,157605.0,Maidstone,50,Unsurveyed/Urban
PO30 4JB,PO30 4,442505.0,86688.0,Isle of Wight,60,Luvisols
SE17 3AP,SE17 3,531996.0,178636.0,Southwark,10,Unsurveyed/Urban
RG20 8SE,RG20 8,448761.0,176644.0,West Berkshire,160,Luvisols
TW15 1DB,TW15 1,507683.0,171556.0,Spelthorne,20,Unsurveyed/Urban
UB6 9ER,UB6 9,514000.0,182277.0,Ealing,30,Unsurveyed/Urban
TN28 8SP,TN28 8,607445.0,123554.0,Folkestone and Hythe,10,Arenosols
ME13 7FF,ME13 7,600097.0,162263.0,Swale,10,Luvisols
UB4 9EW,UB4 9,510793.0,182422.0,Hillingdon,30,Unsurveyed/Urban
RH12 5ZJ,RH12 5,517676.0,133274.0,Horsham,50,Luvisols
TN6 3SJ,TN6 3,551770.0,128441.0,Wealden,150,Luvisols
SW20 0PA,SW20 0,522923.0,169428.0,Merton,20,Unsurveyed/Urban
BN17 5HR,BN17 5,502951.0,101618.0,Arun,10,Unsurveyed/Urban
SL7 1HL,SL7 1,485529.0,187392.0,Buckinghamshire,40,Unsurveyed/Urban
N1 5JQ,N1 5,533213.0,183449.0,Hackney,20,Unsurveyed/Urban
NW1 4AB,NW1 4,528635.0,183373.0,Camden,30,Unsurveyed/Urban
RG42 5LT,RG42 5,484349.0,171179.0,Bracknell Forest,70,Planosols
E3 3RT,E3 3,537471.0,181736.0,Tower Hamlets,10,Unsurveyed/Urban
SW15 6BE,SW15 6,523941.0,174812.0,Wandsworth,20,Unsurveyed/Urban
IG3 9HN,IG3 9,545545.0,186306.0,Redbridge,10,Unsurveyed/Urban
TW10 6LT,TW10 6,518396.0,174632.0,Richmond upon Thames,30,Unsurveyed/Urban
SW1V 1QF,SW1V 1,528911.0,178762.0,Westminster,10,Unsurveyed/Urban
SS14 2ER,SS14 2,571084.0,189184.0,Basildon,30,Unsurveyed/Urban
SE7 8JQ,SE7 8,541535.0,178073.0,Greenwich,30,Unsurveyed/Urban
GU8 4TR,GU8 4,496322.0,135472.0,Waverley,60,Planosols
RG42 6LE,RG42 6,489722.0,172365.0,Bracknell Forest,70,Planosols
TW2 5AW,TW2 5,514598.0,172763.0,Richmond upon Thames,10,Unsurveyed/Urban
RG12 7AL,RG12 7,486928.0,166747.0,Bracknell Forest,80,Leptosols
W5 1RR,W5 1,516954.0,181998.0,Ealing,30,Unsurveyed/Urban
SE8 5UT,SE8 5,536650.0,177877.0,Lewisham,10,Unsurveyed/Urban
RG21 8XE,RG21 8,463089.0,151754.0,Basingstoke and Deane,90,Unsurveyed/Urban
SS2 4HH,SS2 4,589198.0,186350.0,Southend-on-Sea,20,Unsurveyed/Urban
SO50 7LW,SO50 7,449713.0,118415.0,Eastleigh,40,Unsurveyed/Urban
GU23 6EH,GU23 6,504557.0,155972.0,Guildford,30,Luvisols
RH7 6NR,RH7 6,540854.0,141576.0,Tandridge,130,Luvisols
SE26 5TG,SE26 5,536504.0,171496.0,Lewisham,30,Unsurveyed/Urban
CR6 9NL,CR6 9,535634.0,158802.0,Tandridge,180,Mixed
N1 5LY,N1 5,533181.0,183561.0,Hackney,20,Unsurveyed/Urban
RG10 8QT,RG10 8,481063.0,180788.0,Windsor and Maidenhead,90,Stagnosols
BN17 7QU,BN17 7,502019.0,102590.0,Arun,10,Unsurveyed/Urban
NW10 7QY,NW10 7,519655.0,183008.0,Brent,30,Unsurveyed/Urban
GU1 2HH,GU1 2,501645.0,149564.0,Guildford,120,Unsurveyed/Urban
BR6 7PF,BR6 7,547166.0,162061.0,Bromley,120,Leptosols
GU9 9AX,GU9 9,484829.0,149649.0,Waverley,140,Cambisols
SO45 5UZ,SO45 5,440759.0,107399.0,New Forest,20,Planosols
SE1 6QW,SE1 6,532354.0,179191.0,Southwark,10,Unsurveyed/Urban
RG20 6RE,RG20 6,453071.0,179738.0,West Berkshire,120,Leptosols
PO30 2DS,PO30 2,450955.0,89575.0,Isle of Wight,30,Planosols
TN32 5LS,TN32 5,574203.0,119730.0,Rother,40,Luvisols
DA14 4LA,DA14 4,547027.0,172264.0,Bexley,40,Unsurveyed/Urban
CT20 3QB,CT20 3,620831.0,136180.0,Folkestone and Hythe,50,Unsurveyed/Urban
BN9 0PW,BN9 0,545070.0,102576.0,Lewes,20,Unsurveyed/Urban
RM11 3SZ,RM11 3,554589.0,187046.0,Havering,30,Unsurveyed/Urban
TW9 4LU,TW9 4,519456.0,175725.0,Richmond upon Thames,10,Unsurveyed/Urban
NW6 7YX,NW6 7,524100.0,184300.0,Brent,60,Unsurveyed/Urban
TW15 1BS,TW15 1,507897.0,171582.0,Spelthorne,20,Unsurveyed/Urban
TN24 8LS,TN24 8,601106.0,142850.0,Ashford,50,Unsurveyed/Urban
E9 5DR,E9 5,536264.0,184718.0,Hackney,10,Unsurveyed/Urban
BH25 5JD,BH25 5,423869.0,95185.0,New Forest,40,Unsurveyed/Urban
GU6 7BS,GU6 7,506239.0,139587.0,Waverley,60,Gleysols
DA8 1YT,DA8 1,552581.0,177563.0,Bexley,10,Unsurveyed/Urban
CR4 3NP,CR4 3,527255.0,169418.0,Merton,20,Unsurveyed/Urban
GU1 1YF,GU1 1,501755.0,151870.0,Guildford,40,Unsurveyed/Urban
CM14 4QP,CM14 4,558758.0,193602.0,Brentwood,90,Cambisols
GU6 7QS,GU6 7,509146.0,140715.0,Waverley,100,Planosols
SO32 1EH,SO32 1,455886.0,117462.0,Winchester,40,Mixed
GU2 9TE,GU2 9,497875.0,151250.0,Guildford,60,Unsurveyed/Urban
RM17 6UA,RM17 6,563009.0,177534.0,Thurrock,0,Gleysols
SL6 8TB,SL6 8,489802.0,182304.0,Windsor and Maidenhead,30,Unsurveyed/Urban
OX14 4QX,OX14 4,456357.0,193064.0,South Oxfordshire,60,Mixed
GU15 3AP,GU15 3,486715.0,159608.0,Surrey Heath,70,Unsurveyed/Urban
W1U 6SD,W1U 6,527921.0,181929.0,Westminster,30,Unsurveyed/Urban
RG8 7PU,RG8 7,464228.0,179350.0,South Oxfordshire,130,Luvisols
PO10 8SY,PO10 8,475692.0,108207.0,Chichester,40,Planosols
RM2 5QP,RM2 5,552150.0,190503.0,Havering,30,Stagnosols
RH15 0TG,RH15 0,532594.0,118789.0,Mid Sussex,50,Planosols
SM3 9LT,SM3 9,524236.0,166081.0,Sutton,30,Unsurveyed/Urban
ME4 4EL,ME4 4,576646.0,169712.0,Medway,0,Unsurveyed/Urban
SO24 0BG,SO24 0,462740.0,131896.0,East Hampshire,90,Luvisols
W1S 4JQ,W1S 4,529050.0,180491.0,Westminster,20,Unsurveyed/Urban
ME4 5RS,ME4 5,575961.0,167284.0,Medway,30,Unsurveyed/Urban
RH8 9BJ,RH8 9,540164.0,150604.0,Tandridge,90,Unsurveyed/Urban
SO50 6BR,SO50 6,446936.0,119796.0,Eastleigh,40,Unsurveyed/Urban
SS8 0JF,SS8 0,578738.0,183239.0,Castle Point,0,Unsurveyed/Urban
KT22 8LE,KT22 8,517261.0,156040.0,Mole Valley,70,Unsurveyed/Urban
NW6 7SH,NW6 7,524295.0,184203.0,Brent,50,Unsurveyed/Urban
GU52 6QY,GU52 6,480695.0,151663.0,Hart,90,Unsurveyed/Urban
DA13 0UU,DA13 0,564739.0,161972.0,Gravesham,190,Luvisols
BN16 4FD,BN16 4,507204.0,104049.0,Arun,10,Unsurveyed/Urban
TN22 5HH,TN22 5,553372.0,120276.0,Wealden,90,Luvisols
W5 2LD,W5 2,518037.0,181064.0,Ealing,30,Unsurveyed/Urban
BN12 5QQ,BN12 5,509318.0,102005.0,Arun,10,Unsurveyed/Urban
CM4 0JB,CM4 0,563795.0,201086.0,Brentwood,90,Planosols
CM14 4ES,CM14 4,559665.0,193784.0,Brentwood,100,Unsurveyed/Urban
RM6 6JT,RM6 6,547804.0,187741.0,Barking and Dagenham,20,Unsurveyed/Urban
PO20 9AX,PO20 9,485097.0,93150.0,Chichester,10,Unsurveyed/Urban
E1 8AH,E1 8,533710.0,181201.0,City of London,10,Unsurveyed/Urban
SM7 3JX,SM7 3,527469.0,159241.0,Reigate and Banstead,110,Leptosols
GU24 9LT,GU24 9,494874.0,160424.0,Surrey Heath,40,Planosols
PO21 4TX,PO21 4,488713.0,97571.0,Arun,0,Unsurveyed/Urban
TN11 0ER,TN11 0,562946.0,150185.0,Tonbridge and Malling,30,Luvisols
GU12 6LH,GU12 6,489475.0,150497.0,Guildford,80,Cambisols
W9 2DE,W9 2,525265.0,182187.0,Westminster,30,Unsurveyed/Urban
TN34 3LL,TN34 3,582232.0,110356.0,Hastings,50,Unsurveyed/Urban
SW9 9JD,SW9 9,530538.0,175932.0,Lambeth,10,Unsurveyed/Urban
BN9 0EW,BN9 0,545131.0,101060.0,Lewes,0,Leptosols
W1U 4NG,W1U 4,528365.0,181559.0,Westminster,20,Unsurveyed/Urban
N16 5PP,N16 5,533418.0,187507.0,Hackney,30,Unsurveyed/Urban
SL5 7AY,SL5 7,493603.0,168183.0,Windsor and Maidenhead,70,Podzols
ME14 5GD,ME14 5,577020.0,156622.0,Maidstone,60,Unsurveyed/Urban
SW9 8QF,SW9 8,531657.0,175240.0,Lambeth,20,Unsurveyed/Urban
CR0 7SU,CR0 7,536093.0,167370.0,Croydon,40,Unsurveyed/Urban
GU14 0EH,GU14 0,486225.0,155575.0,Rushmoor,70,Unsurveyed/Urban
PO3 6HG,PO3 6,466978.0,101043.0,Portsmouth,0,Unsurveyed/Urban
E11 3JH,E11 3,539302.0,186004.0,Waltham Forest,10,Unsurveyed/Urban
TW9 4BP,TW9 4,519791.0,176780.0,Richmond upon Thames,0,Unsurveyed/Urban
BN15 8TP,BN15 8,517343.0,103852.0,Adur,10,Unsurveyed/Urban
SE18 1AU,SE18 1,545052.0,178403.0,Greenwich,20,Unsurveyed/Urban
CT1 1AD,CT1 1,616715.0,159405.0,Canterbury,10,Arenosols
W14 0JJ,W14 0,523639.0,179104.0,Hammersmith and Fulham,10,Unsurveyed/Urban
RG45 7QH,RG45 7,483859.0,163976.0,Bracknell Forest,90,Podzols
SO15 0AE,SO15 0,438344.0,112982.0,Southampton,10,Unsurveyed/Urban
KT4 7LY,KT4 7,521244.0,166062.0,Kingston upon Thames,30,Unsurveyed/Urban
SW16 5NL,SW16 5,530111.0,170819.0,Lambeth,40,Unsurveyed/Urban
RM16 2DR,RM16 2,561759.0,180695.0,Thurrock,20,Mixed
BR5 4ET,BR5 4,548736.0,167990.0,Bromley,70,Luvisols
RG26 4NF,RG26 4,459983.0,161743.0,Basingstoke and Deane,90,Luvisols
SO31 4JG,SO31 4,448115.0,106903.0,Eastleigh,10,Unsurveyed/Urban
GU34 1PL,GU34 1,471015.0,138534.0,East Hampshire,120,Arenosols
HA5 1EB,HA5 1,512070.0,189069.0,Harrow,50,Unsurveyed/Urban
SS6 8DF,SS6 8,581039.0,192122.0,Rochford,50,Unsurveyed/Urban
PO3 5PA,PO3 5,466703.0,103164.0,Portsmouth,0,Unsurveyed/Urban
SO31 9BG,SO31 9,450139.0,106172.0,Fareham,10,Unsurveyed/Urban
SS15 6PE,SS15 6,567775.0,188748.0,Basildon,40,Unsurveyed/Urban
DA1 1RR,DA1 1,555455.0,173655.0,Dartford,40,Unsurveyed/Urban
HA4 9SE,HA4 9,510561.0,187024.0,Hillingdon,50,Unsurveyed/Urban
SL5 8BY,SL5 8,491513.0,169449.0,Windsor and Maidenhead,80,Podzols
RG6 7HY,RG6 7,475474.0,171660.0,Wokingham,50,Unsurveyed/Urban
TN15 0FR,TN15 0,554498.0,157949.0,Sevenoaks,80,Stagnosols
ME3 0EE,ME3 0,588517.0,176586.0,Medway,10,Mixed
PO33 1FB,PO33 1,459684.0,91298.0,Isle of Wight,30,Luvisols
RH10 9LU,RH10 9,528066.0,138311.0,Crawley,70,Unsurveyed/Urban
SM7 3HX,SM7 3,527687.0,160243.0,Reigate and Banstead,140,Mixed
ME16 8DD,ME16 8,574393.0,154623.0,Maidstone,30,Mixed
SE24 9PU,SE24 9,532896.0,174976.0,Southwark,30,Unsurveyed/Urban
W2 1AS,W2 1,526846.0,181559.0,Westminster,30,Unsurveyed/Urban
GU16 9AE,GU16 9,490488.0,159196.0,Surrey Heath,110,Podzols
PO8 9HD,PO8 9,470129.0,112358.0,East Hampshire,60,Arenosols
MK18 1DY,MK18 1,469109.0,233687.0,Buckinghamshire,90,Mixed
N2 9NT,N2 9,527833.0,189927.0,Haringey,90,Unsurveyed/Urban
PO14 4JL,PO14 4,452375.0,106249.0,Fareham,30,Unsurveyed/Urban
TN3 9TG,TN3 9,550830.0,138959.0,Tunbridge Wells,50,Luvisols
DA2 8BZ,DA2 8,559298.0,172315.0,Dartford,80,Luvisols
BN3 4HF,BN3 4,527580.0,104576.0,Brighton and Hove,10,Unsurveyed/Urban
ME1 3LL,ME1 3,573855.0,165700.0,Medway,100,Unsurveyed/Urban
W1U 1BD,W1U 1,528442.0,181178.0,Westminster,20,Unsurveyed/Urban
KT8 1SZ,KT8 1,513914.0,169007.0,Elmbridge,10,Unsurveyed/Urban
N8 0JY,N8 0,530955.0,189905.0,Haringey,30,Unsurveyed/Urban
DA1 3HD,DA1 3,553332.0,174313.0,Dartford,30,Unsurveyed/Urban
N7 7PX,N7 7,531048.0,186459.0,Islington,30,Unsurveyed/Urban
E16 1ES,E16 1,539809.0,181695.0,Newham,10,Unsurveyed/Urban
RG26 5SH,RG26 5,458767.0,157618.0,Basingstoke and Deane,100,Planosols
RH14 9ES,RH14 9,508321.0,125399.0,Horsham,20,Planosols
E17 8LN,E17 8,537441.0,188366.0,Waltham Forest,20,Unsurveyed/Urban
RM11 2AU,RM11 2,553122.0,188666.0,Havering,30,Unsurveyed/Urban
SW16 6AW,SW16 6,529971.0,171483.0,Lambeth,50,Unsurveyed/Urban
HP7 0DD,HP7 0,495787.0,197423.0,Buckinghamshire,100,Gleysols
TN28 8SB,TN28 8,608105.0,121520.0,Folkestone and Hythe,10,Arenosols
OX10 9QA,OX10 9,458493.0,186335.0,South Oxfordshire,50,Luvisols
TN39 3SA,TN39 3,572233.0,107452.0,Rother,20,Unsurveyed/Urban
BN1 8GF,BN1 8,532164.0,108428.0,Brighton and Hove,130,Unsurveyed/Urban
PO22 0DJ,PO22 0,495270.0,104924.0,Arun,10,Luvisols
E3 3PG,E3 3,537661.0,182434.0,Tower Hamlets,10,Unsurveyed/Urban
PO40 9RR,PO40 9,432714.0,87740.0,Isle of Wight,10,Luvisols
N7 7QE,N7 7,531033.0,186504.0,Islington,30,Unsurveyed/Urban
UB7 7AT,UB7 7,505810.0,180045.0,Hillingdon,30,Unsurveyed/Urban
GU14 9RE,GU14 9,484794.0,155867.0,Rushmoor,70,Unsurveyed/Urban
SO30 2LX,SO30 2,448721.0,114228.0,Eastleigh,30,Mixed
HP19 8LG,HP19 8,479786.0,214879.0,Buckinghamshire,80,Mixed
N2 0FZ,N2 0,527033.0,189573.0,Barnet,90,Unsurveyed/Urban
TW7 7DR,TW7 7,516106.0,175399.0,Hounslow,10,Unsurveyed/Urban
SO43 7AA,SO43 7,429899.0,108269.0,New Forest,40,Planosols
KT20 7ED,KT20 7,524764.0,153528.0,Reigate and Banstead,180,Luvisols
SL1 9AP,SL1 9,495474.0,180178.0,Slough,30,Cambisols
UB9 6AR,UB9 6,505284.0,188945.0,Hillingdon,40,Planosols
BN2 6LL,BN2 6,535843.0,105432.0,Brighton and Hove,100,Unsurveyed/Urban
SE24 0XW,SE24 0,532282.0,176712.0,Southwark,10,Unsurveyed/Urban
TW10 6TZ,TW10 6,518045.0,174193.0,Richmond upon Thames,10,Unsurveyed/Urban
GU9 9HH,GU9 9,485600.0,148772.0,Waverley,80,Planosols
UB2 4AH,UB2 4,512575.0,179658.0,Ealing,30,Unsurveyed/Urban
BN23 5PF,BN23 5,564226.0,102444.0,Eastbourne,0,Arenosols
RG18 3FB,RG18 3,451217.0,168330.0,West Berkshire,90,Planosols
SO21 2LP,SO21 2,444346.0,131067.0,Winchester,90,Leptosols
SE13 5RB,SE13 5,539159.0,174813.0,Lewisham,20,Unsurveyed/Urban
SW19 2DT,SW19 2,526954.0,170193.0,Merton,20,Unsurveyed/Urban
RG8 0BL,RG8 0,460258.0,181474.0,South Oxfordshire,50,Unsurveyed/Urban
OX12 0AW,OX12 0,440164.0,190538.0,Vale of White Horse,70,Cambisols
CT9 3RQ,CT9 3,637130.0,170124.0,Thanet,40,Cambisols
CT10 3DW,CT10 3,638447.0,169571.0,Thanet,40,Mixed
CT17 9RD,CT17 9,631082.0,141184.0,Dover,30,Unsurveyed/Urban
SO15 1JP,SO15 1,440590.0,112311.0,Southampton,10,Unsurveyed/Urban
ME17 1TD,ME17 1,581452.0,151879.0,Maidstone,100,Luvisols
BN12 6DH,BN12 6,512037.0,103485.0,Worthing,10,Unsurveyed/Urban
IG8 8AB,IG8 8,542714.0,191613.0,Redbridge,40,Unsurveyed/Urban
SW17 8ES,SW17 8,528588.0,172739.0,Wandsworth,30,Unsurveyed/Urban
PO22 0BS,PO22 0,495628.0,103696.0,Arun,10,Luvisols
SM5 1JB,SM5 1,527472.0,166762.0,Sutton,30,Unsurveyed/Urban
BN25 3RL,BN25 3,549847.0,99393.0,Lewes,30,Unsurveyed/Urban
N2 0RS,N2 0,526040.0,190066.0,Barnet,90,Unsurveyed/Urban
SO18 4ES,SO18 4,444764.0,113385.0,Southampton,20,Unsurveyed/Urban
SO50 6BS,SO50 6,446969.0,119800.0,Eastleigh,40,Unsurveyed/Urban
PO30 3ES,PO30 3,448764.0,83839.0,Isle of Wight,50,Luvisols
W1S 4BL,W1S 4,529077.0,180519.0,Westminster,20,Unsurveyed/Urban
CR8 4EQ,CR8 4,530944.0,159832.0,Croydon,120,Unsurveyed/Urban
ME10 1BH,ME10 1,589882.0,163886.0,Swale,20,Unsurveyed/Urban
W7 3PE,W7 3,515811.0,179806.0,Ealing,20,Unsurveyed/Urban
CT11 7NE,CT11 7,638290.0,165427.0,Thanet,20,Unsurveyed/Urban
OX9 2HQ,OX9 2,467857.0,204619.0,South Oxfordshire,80,Stagnosols
TN24 0NR,TN24 0,603419.0,142357.0,Ashford,40,Unsurveyed/Urban
SO30 2TG,SO30 2,450022.0,114581.0,Eastleigh,20,Planosols
SW19 6NX,SW19 6,524734.0,173039.0,Wandsworth,20,Unsurveyed/Urban
PO32 6QW,PO32 6,450820.0,95000.0,Isle of Wight,40,Luvisols
SS11 7AZ,SS11 7,574594.0,193766.0,Basildon,10,Unsurveyed/Urban
ME12 1PX,ME12 1,591676.0,174712.0,Swale,0,Unsurveyed/Urban
BN5 9XT,BN5 9,521398.0,112889.0,Horsham,10,Luvisols
NW1 4YW,NW1 4,529433.0,182967.0,Camden,20,Unsurveyed/Urban
SW19 1HR,SW19 1,526056.0,170404.0,Merton,20,Unsurveyed/Urban
N20 0JL,N20 0,526934.0,193462.0,Barnet,90,Unsurveyed/Urban
HP21 8LZ,HP21 8,481090.0,213226.0,Buckinghamshire,80,Unsurveyed/Urban
SO40 3BH,SO40 3,436147.0,113832.0,New Forest,0,Unsurveyed/Urban
GU34 1JL,GU34 1,471400.0,139227.0,East Hampshire,110,Unsurveyed/Urban
E5 8PR,E5 8,534435.0,185902.0,Hackney,20,Unsurveyed/Urban
CR0 0RE,CR0 0,538458.0,163682.0,Croydon,100,Unsurveyed/Urban
PO1 2PF,PO1 2,463384.0,99697.0,Portsmouth,10,Unsurveyed/Urban
E6 2DP,E6 2,542913.0,184172.0,Newham,0,Unsurveyed/Urban
RH14 0DF,RH14 0,504942.0,126123.0,Chichester,30,Planosols
TW20 0BQ,TW20 0,500048.0,170963.0,Runnymede,50,Cambisols
HA2 7NY,HA2 7,512997.0,188139.0,Harrow,50,Unsurveyed/Urban
PO10 7JN,PO10 7,474476.0,106018.0,Havant,30,Unsurveyed/Urban
EN5 1QH,EN5 1,526231.0,196114.0,Barnet,80,Unsurveyed/Urban
PO9 3JY,PO9 3,469361.0,106443.0,Havant,50,Unsurveyed/Urban
TN37 6EW,TN37 6,580650.0,109129.0,Hastings,20,Unsurveyed/Urban
PO22 7QF,PO22 7,496257.0,100147.0,Arun,0,Unsurveyed/Urban
BN2 9SR,BN2 9,531892.0,105041.0,Brighton and Hove,40,Unsurveyed/Urban
TW5 0PN,TW5 0,513257.0,176989.0,Hounslow,30,Unsurveyed/Urban
TW1 4HZ,TW1 4,515683.0,173243.0,Richmond upon Thames,10,Unsurveyed/Urban
SE16 4PT,SE16 4,534463.0,179661.0,Southwark,0,Unsurveyed/Urban
NW3 1AS,NW3 1,526562.0,186489.0,Camden,110,Luvisols
RH19 2EL,RH19 2,538804.0,139203.0,Mid Sussex,120,Unsurveyed/Urban
SW18 5BZ,SW18 5,525012.0,173075.0,Wandsworth,10,Unsurveyed/Urban
TN16 1HA,TN16 1,544697.0,154152.0,Sevenoaks,110,Luvisols
RG22 4RB,RG22 4,461546.0,148885.0,Basingstoke and Deane,140,Luvisols
BH24 1DL,BH24 1,415079.0,104790.0,New Forest,20,Unsurveyed/Urban
DA14 6FH,DA14 6,546686.0,171516.0,Bexley,60,Unsurveyed/Urban
PO21 5RD,PO21 5,491773.0,100094.0,Arun,10,Unsurveyed/Urban
TN23 1BX,TN23 1,600910.0,142768.0,Ashford,50,Unsurveyed/Urban
BR1 4BB,BR1 4,539616.0,169946.0,Bromley,70,Unsurveyed/Urban
SS15 5AB,SS15 5,569769.0,188380.0,Basildon,30,Unsurveyed/Urban
GU14 8BA,GU14 8,487140.0,157001.0,Rushmoor,70,Unsurveyed/Urban
BN25 3PL,BN25 3,549463.0,99595.0,Lewes,30,Unsurveyed/Urban
UB2 5RG,UB2 5,512987.0,178529.0,Ealing,30,Unsurveyed/Urban
SS13 1PW,SS13 1,573794.0,189611.0,Basildon,20,Unsurveyed/Urban
DA2 8DL,DA2 8,558401.0,171239.0,Dartford,30,Luvisols
RG7 1HF,RG7 1,471556.0,167910.0,Wokingham,50,Gleysols
HA3 0LW,HA3 0,517359.0,188072.0,Brent,50,Unsurveyed/Urban
BR5 1SH,BR5 1,544929.0,166622.0,Bromley,90,Unsurveyed/Urban
PO22 7SF,PO22 7,497453.0,100311.0,Arun,0,Unsurveyed/Urban
HA2 7LJ,HA2 7,513349.0,188221.0,Harrow,50,Unsurveyed/Urban
W3 6SN,W3 6,520372.0,180456.0,Ealing,30,Unsurveyed/Urban
N12 7ED,N12 7,525778.0,192988.0,Barnet,70,Unsurveyed/Urban
ME1 1YL,ME1 1,574355.0,167781.0,Medway,20,Unsurveyed/Urban
PO20 9HJ,PO20 9,484997.0,92484.0,Chichester,10,Unsurveyed/Urban
NW2 1QA,NW2 1,523965.0,186600.0,Barnet,60,Unsurveyed/Urban
HA4 6JG,HA4 6,509493.0,186705.0,Hillingdon,50,Unsurveyed/Urban
PO15 6RP,PO15 6,453990.0,108378.0,Winchester,40,Planosols
CT9 5PQ,CT9 5,633695.0,169709.0,Thanet,20,Unsurveyed/Urban
CM14 4BZ,CM14 4,559022.0,193134.0,Brentwood,70,Unsurveyed/Urban
RH5 4HZ,RH5 4,517008.0,147393.0,Mole Valley,70,Cambisols
RH14 9PA,RH14 9,508167.0,125191.0,Horsham,20,Planosols
BH25 5RS,BH25 5,424920.0,96632.0,New Forest,40,Gleysols
PO16 0AG,PO16 0,457855.0,106230.0,Fareham,10,Unsurveyed/Urban
HP10 0LS,HP10 0,491205.0,188427.0,Buckinghamshire,40,Mixed
GU7 2PN,GU7 2,496433.0,144650.0,Waverley,50,Unsurveyed/Urban
BN1 5NL,BN1 5,530015.0,106449.0,Brighton and Hove,40,Unsurveyed/Urban
E2 0RG,E2 0,535712.0,183114.0,Tower Hamlets,20,Unsurveyed/Urban
HP13 5YA,HP13 5,485104.0,195158.0,Buckinghamshire,160,Cambisols
TN21 8TT,TN21 8,560635.0,122797.0,Wealden,130,Luvisols
NW9 9PA,NW9 9,520032.0,188733.0,Brent,60,Unsurveyed/Urban
BN2 6RP,BN2 6,536286.0,105839.0,Brighton and Hove,120,Unsurveyed/Urban
GU27 2JY,GU27 2,490568.0,133054.0,Waverley,150,Podzols
CR0 3BU,CR0 3,530735.0,167143.0,Croydon,40,Unsurveyed/Urban
TW8 9JL,TW8 9,517045.0,178169.0,Hounslow,10,Unsurveyed/Urban
PO20 0BW,PO20 0,485766.0,93237.0,Chichester,10,Unsurveyed/Urban
BN18 9HT,BN18 9,500582.0,106972.0,Arun,30,Planosols
WC2H 9EA,WC2H 9,530037.0,180937.0,Westminster,20,Unsurveyed/Urban
W12 7LJ,W12 7,522822.0,180100.0,Hammersmith and Fulham,10,Unsurveyed/Urban
SL4 4HA,SL4 4,494770.0,175561.0,Windsor and Maidenhead,30,Unsurveyed/Urban
KT17 2EQ,KT17 2,521885.0,163304.0,Epsom and Ewell,30,Unsurveyed/Urban
TW1 1DD,TW1 1,515714.0,174219.0,Richmond upon Thames,10,Unsurveyed/Urban
BR5 1RU,BR5 1,544359.0,165883.0,Bromley,100,Unsurveyed/Urban
IG5 0SW,IG5 0,543425.0,189950.0,Redbridge,40,Unsurveyed/Urban
PO20 1PR,PO20 1,488216.0,102200.0,Chichester,10,Mixed
PO7 6JD,PO7 6,466735.0,110711.0,Winchester,40,Stagnosols
SE10 0RS,SE10 0,540210.0,178413.0,Greenwich,10,Unsurveyed/Urban
KT13 0NN,KT13 0,508377.0,161998.0,Elmbridge,60,Podzols
OX13 5LR,OX13 5,442270.0,198842.0,Vale of White Horse,80,Luvisols
SO40 9FN,SO40 9,435822.0,112100.0,New Forest,10,Unsurveyed/Urban
DA7 6LY,DA7 6,550317.0,175836.0,Bexley,40,Unsurveyed/Urban
BN11 5QB,BN11 5,512784.0,102694.0,Worthing,10,Unsurveyed/Urban
HA4 0ES,HA4 0,510734.0,185908.0,Hillingdon,40,Unsurveyed/Urban
CR2 9LW,CR2 9,534676.0,160302.0,Croydon,160,Unsurveyed/Urban
SE3 0LX,SE3 0,540181.0,176453.0,Greenwich,30,Unsurveyed/Urban
SS16 6JD,SS16 6,567388.0,185358.0,Thurrock,40,Stagnosols
DA8 1PG,DA8 1,550523.0,178423.0,Bexley,10,Unsurveyed/Urban
BN2 5WD,BN2 5,533892.0,103252.0,Brighton and Hove,10,Cambisols
GU35 8HS,GU35 8,483697.0,136370.0,East Hampshire,130,Podzols
SE18 5PD,SE18 5,542293.0,178880.0,Greenwich,10,Unsurveyed/Urban
SE11 5SG,SE11 5,531028.0,177881.0,Lambeth,10,Unsurveyed/Urban
SS17 7QP,SS17 7,568594.0,182253.0,Thurrock,10,Cambisols
SE20 8HJ,SE20 8,535233.0,169993.0,Bromley,40,Unsurveyed/Urban
NW10 7QJ,NW10 7,519587.0,182464.0,Ealing,40,Unsurveyed/Urban
RH1 4JL,RH1 4,530524.0,149385.0,Tandridge,80,Planosols
BN13 3ST,BN13 3,510841.0,104747.0,Worthing,10,Luvisols
N1 1GZ,N1 1,531630.0,183943.0,Islington,40,Unsurveyed/Urban
W1H 1FZ,W1H 1,527662.0,181828.0,Westminster,30,Unsurveyed/Urban
PO31 8QT,PO31 8,449370.0,92935.0,Isle of Wight,50,Planosols
HA8 6AN,HA8 6,518708.0,190351.0,Harrow,60,Unsurveyed/Urban
PO9 6WA,PO9 6,472039.0,106225.0,Havant,10,Unsurveyed/Urban
RG8 9PS,RG8 9,459829.0,181298.0,West Berkshire,40,Mixed
GU7 3TJ,GU7 3,497438.0,145946.0,Waverley,50,Leptosols
