dateTime,stationReference,parameter,qualifier,unitName,value
2021-05-07T00:15:00Z,E5310,level,Tidal Level,mAOD,-1.656
2021-05-07T00:15:00Z,E5755,level,Tidal Level,mAOD,1.290
2021-05-07T00:15:00Z,E6415,level,Tidal Level,mAOD,0.089
2021-05-07T00:15:00Z,E65302,level,Tidal Level,mAOD,1.631
2021-05-07T00:15:00Z,E65506,level,Tidal Level,mAOD,2.180
2021-05-07T00:15:00Z,E68651,level,Tidal Level,mAOD,1.885
2021-05-07T00:15:00Z,E70024,level,Tidal Level,m,2.186
2021-05-07T00:15:00Z,E70039,level,Tidal Level,mAOD,0.686
2021-05-07T00:15:00Z,E70124,level,Tidal Level,m,4.175
2021-05-07T00:15:00Z,E70139,level,Tidal Level,mAOD,-0.755
2021-05-07T00:15:00Z,E70139,level,Tidal Level,mAOD,-0.755
2021-05-07T00:15:00Z,E70224,level,Tidal Level,m,7.981
2021-05-07T00:15:00Z,E70239,level,Tidal Level,mAOD,2.101
2021-05-07T00:15:00Z,E70324,level,Tidal Level,m,3.728
2021-05-07T00:15:00Z,E70339,level,Tidal Level,mAOD,1.228
2021-05-07T00:15:00Z,E70424,level,Tidal Level,m,3.911
2021-05-07T00:15:00Z,E70439,level,Tidal Level,mAOD,1.161
2021-05-07T00:15:00Z,E70524,level,Tidal Level,m,3.103
2021-05-07T00:15:00Z,E70539,level,Tidal Level,mAOD,0.053
2021-05-07T00:15:00Z,E70624,level,Tidal Level,m,1.879
2021-05-07T00:15:00Z,E70639,level,Tidal Level,mAOD,0.169
2021-05-07T00:15:00Z,E70724,level,Tidal Level,m,2.056
2021-05-07T00:15:00Z,E70739,level,Tidal Level,mAOD,-0.194
2021-05-07T00:15:00Z,E70824,level,Tidal Level,m,2.656
2021-05-07T00:15:00Z,E70839,level,Tidal Level,mAOD,-0.244
2021-05-07T00:15:00Z,E70924,level,Tidal Level,m,3.025
2021-05-07T00:15:00Z,E70939,level,Tidal Level,mAOD,0.425
2021-05-07T00:15:00Z,E71024,level,Tidal Level,m,3.792
2021-05-07T00:15:00Z,E71039,level,Tidal Level,mAOD,0.792
2021-05-07T00:15:00Z,E71124,level,Tidal Level,m,5.606
2021-05-07T00:15:00Z,E71139,level,Tidal Level,mAOD,1.706
2021-05-07T00:15:00Z,E71224,level,Tidal Level,m,4.040
2021-05-07T00:15:00Z,E71239,level,Tidal Level,mAOD,1.290
2021-05-07T00:15:00Z,E71339,level,Tidal Level,mAOD,1.804
2021-05-07T00:15:00Z,E71424,level,Tidal Level,m,1.845
2021-05-07T00:15:00Z,E71439,level,Tidal Level,mAOD,-0.175
2021-05-07T00:15:00Z,E71524,level,Tidal Level,m,2.418
2021-05-07T00:15:00Z,E71539,level,Tidal Level,mAOD,-0.482
2021-05-07T00:15:00Z,E71624,level,Tidal Level,m,3.514
2021-05-07T00:15:00Z,E71639,level,Tidal Level,mAOD,-0.156
2021-05-07T00:15:00Z,E71724,level,Tidal Level,m,3.538
2021-05-07T00:15:00Z,E71739,level,Tidal Level,mAOD,0.018
2021-05-07T00:15:00Z,E71824,level,Tidal Level,m,3.008
2021-05-07T00:15:00Z,E71839,level,Tidal Level,mAOD,0.278
2021-05-07T00:15:00Z,E71924,level,Tidal Level,m,1.766
2021-05-07T00:15:00Z,E71939,level,Tidal Level,mAOD,0.366
2021-05-07T00:15:00Z,E72024,level,Tidal Level,m,1.473
2021-05-07T00:15:00Z,E72039,level,Tidal Level,mAOD,0.543
2021-05-07T00:15:00Z,E72124,level,Tidal Level,m,4.212
2021-05-07T00:15:00Z,E72139,level,Tidal Level,mAOD,0.992
2021-05-07T00:15:00Z,E72224,level,Tidal Level,m,3.957
2021-05-07T00:15:00Z,E72239,level,Tidal Level,mAOD,0.907
2021-05-07T00:15:00Z,E72324,level,Tidal Level,m,3.840
2021-05-07T00:15:00Z,E72339,level,Tidal Level,mAOD,0.930
2021-05-07T00:15:00Z,E72424,level,Tidal Level,m,6.524
2021-05-07T00:15:00Z,E72439,level,Tidal Level,mAOD,1.724
2021-05-07T00:15:00Z,E72524,level,Tidal Level,m,8.189
2021-05-07T00:15:00Z,E72539,level,Tidal Level,mAOD,2.289
2021-05-07T00:15:00Z,E72623,level,Tidal Level,mm,9372.000
2021-05-07T00:15:00Z,E72624,level,Tidal Level,m,9.407
2021-05-07T00:15:00Z,E72639,level,Tidal Level,mAOD,2.907
2021-05-07T00:15:00Z,E72824,level,Tidal Level,m,8.532
2021-05-07T00:15:00Z,E72825,level,Tidal Level,mm,8573.000
2021-05-07T00:15:00Z,E72839,level,Tidal Level,mAOD,2.722
2021-05-07T00:15:00Z,E7290,level,Tidal Level,mAOD,0.027
2021-05-07T00:15:00Z,E72924,level,Tidal Level,m,6.814
2021-05-07T00:15:00Z,E72939,level,Tidal Level,mAOD,1.814
2021-05-07T00:15:00Z,E73024,level,Tidal Level,m,5.166
2021-05-07T00:15:00Z,E73039,level,Tidal Level,mAOD,1.456
2021-05-07T00:15:00Z,E73124,level,Tidal Level,m,3.409
2021-05-07T00:15:00Z,E73139,level,Tidal Level,mAOD,0.969
2021-05-07T00:15:00Z,E73224,level,Tidal Level,m,1.597
2021-05-07T00:15:00Z,E73239,level,Tidal Level,mAOD,-0.843
2021-05-07T00:15:00Z,E73324,level,Tidal Level,m,3.257
2021-05-07T00:15:00Z,E73339,level,Tidal Level,mAOD,-0.593
2021-05-07T00:15:00Z,E73424,level,Tidal Level,m,3.982
2021-05-07T00:15:00Z,E73439,level,Tidal Level,mAOD,-0.918
2021-05-07T00:15:00Z,E73439,level,Tidal Level,mAOD,-0.918
2021-05-07T00:15:00Z,E73524,level,Tidal Level,m,2.278
2021-05-07T00:15:00Z,E73539,level,Tidal Level,mAOD,-0.472
2021-05-07T00:15:00Z,E73624,level,Tidal Level,m,3.335
2021-05-07T00:15:00Z,E73639,level,Tidal Level,mAOD,-0.865
2021-05-07T00:15:00Z,E73639,level,Tidal Level,mAOD,-0.865
2021-05-07T00:15:00Z,E73724,level,Tidal Level,m,1.789
2021-05-07T00:15:00Z,E73739,level,Tidal Level,mAOD,-0.011
2021-05-07T00:15:00Z,E73824,level,Tidal Level,m,1.801
2021-05-07T00:15:00Z,E73839,level,Tidal Level,mAOD,-0.209
2021-05-07T00:15:00Z,E73924,level,Tidal Level,m,1.681
2021-05-07T00:15:00Z,E73939,level,Tidal Level,mAOD,0.441
2021-05-07T00:15:00Z,E74024,level,Tidal Level,m,1.608
2021-05-07T00:15:00Z,E74039,level,Tidal Level,mAOD,-0.012
2021-05-07T00:15:00Z,E74224,level,Tidal Level,m,3.475
2021-05-07T00:15:00Z,E74239,level,Tidal Level,mAOD,1.085
2021-05-07T00:15:00Z,E74324,level,Tidal Level,m,3.758
2021-05-07T00:15:00Z,E74339,level,Tidal Level,mAOD,1.048
2021-05-07T00:15:00Z,E74424,level,Tidal Level,m,1.214
2021-05-07T00:15:00Z,E74439,level,Tidal Level,mAOD,-0.006
2021-05-07T00:15:00Z,E87030,level,Tidal Level,m,1.678
2021-05-07T00:15:00Z,E8970,level,Tidal Level,mASD,1.230
2021-05-07T00:15:00Z,E8980,level,Tidal Level,mAOD,-0.071
2021-05-07T00:15:00Z,L3360,level,Tidal Level,mAOD,1.661
2021-05-07T00:15:00Z,L3370,level,Tidal Level,mAOD,1.456
2021-05-07T00:15:00Z,L3491,level,Tidal Level,mAOD,2.073
2021-05-07T00:15:00Z,L3901,level,Tidal Level,mAOD,0.538
2021-05-07T00:15:00Z,LN23999,level,Tidal Level,mAOD,0.384
2021-05-07T00:15:00Z,Not_Specified,level,Tidal Level,mAOD,-0.507
2021-05-07T00:15:00Z,TORQ,level,Tidal Level,mAOD,0.809
2021-05-07T00:15:01Z,0008,level,Tidal Level,mAOD,-0.471
2021-05-07T00:15:01Z,0009,level,Tidal Level,mAOD,1.416
2021-05-07T00:20:00Z,E47907,level,Tidal Level,mAOD,1.767
2021-05-07T00:25:00Z,E47907,level,Tidal Level,mAOD,1.760
2021-05-07T00:30:00Z,0001,level,Tidal Level,mAOD,-0.602
2021-05-07T00:30:00Z,0003,level,Tidal Level,mAOD,-0.625
2021-05-07T00:30:00Z,0004,level,Tidal Level,mAOD,-0.543
2021-05-07T00:30:00Z,0006,level,Tidal Level,mAOD,-0.332
2021-05-07T00:30:00Z,0007,level,Tidal Level,mAOD,-0.489
2021-05-07T00:30:00Z,0008,level,Tidal Level,mAOD,-0.497
2021-05-07T00:30:00Z,0009,level,Tidal Level,mAOD,1.361
2021-05-07T00:30:00Z,0018,level,Tidal Level,mAOD,-0.599
2021-05-07T00:30:00Z,0019,level,Tidal Level,mAOD,-0.485
2021-05-07T00:30:00Z,0020,level,Tidal Level,mAOD,-0.510
2021-05-07T00:30:00Z,021999,level,Tidal Level,mAOD,0.146
2021-05-07T00:30:00Z,022999,level,Tidal Level,mAOD,0.282
2021-05-07T00:30:00Z,3401TH_AOD,level,Tidal Level,mAOD,4.590
2021-05-07T00:30:00Z,3401TH_TAOD,level,Tidal Level,mAOD,2.408
2021-05-07T00:30:00Z,4230TH,level,Tidal Level,mAOD,-0.497
2021-05-07T00:30:00Z,44105,level,Tidal Level,mAOD,0.662
2021-05-07T00:30:00Z,4410TH,level,Tidal Level,mAOD,-0.625
2021-05-07T00:30:00Z,44111,level,Tidal Level,mAOD,1.157
2021-05-07T00:30:00Z,44134,level,Tidal Level,mAOD,2.492
2021-05-07T00:30:00Z,45127,level,Tidal Level,mAOD,0.662
2021-05-07T00:30:00Z,46110,level,Tidal Level,m,0.760
2021-05-07T00:30:00Z,46121,level,Tidal Level,mAOD,0.699
2021-05-07T00:30:00Z,46154,level,Tidal Level,mAOD,0.821
2021-05-07T00:30:00Z,48112,level,Tidal Level,m,1.353
2021-05-07T00:30:00Z,48113,level,Tidal Level,m,1.258
2021-05-07T00:30:00Z,48146,level,Tidal Level,m,0.691
2021-05-07T00:30:00Z,48160,level,Tidal Level,mAOD,1.130
2021-05-07T00:30:00Z,49116,level,Tidal Level,mAOD,1.294
2021-05-07T00:30:00Z,49122,level,Tidal Level,m,1.354
2021-05-07T00:30:00Z,50180,level,Tidal Level,m,0.782
2021-05-07T00:30:00Z,50198,level,Tidal Level,mAOD,1.995
2021-05-07T00:30:00Z,51103,level,Tidal Level,mAOD,1.757
2021-05-07T00:30:00Z,52106,level,Tidal Level,mAOD,2.194
2021-05-07T00:30:00Z,52124,level,Tidal Level,mAOD,2.965
2021-05-07T00:30:00Z,52163,level,Tidal Level,m,2.459
2021-05-07T00:30:00Z,53118,level,Tidal Level,mAOD,2.756
2021-05-07T00:30:00Z,531191,level,Tidal Level,mAOD,3.121
2021-05-07T00:30:00Z,53189,level,Tidal Level,mAOD,2.782
2021-05-07T00:30:00Z,BB_EAST_DR,level,Tidal Level,mAOD,-0.463
2021-05-07T00:30:00Z,BB_EAST_UR,level,Tidal Level,mAOD,-0.477
2021-05-07T00:30:00Z,BB_WEST_DR,level,Tidal Level,mAOD,-0.523
2021-05-07T00:30:00Z,BB_WEST_UR,level,Tidal Level,mAOD,-0.526
2021-05-07T00:30:00Z,DIFF_EastUR_EastDR,level,Tidal Level,m,0.002
2021-05-07T00:30:00Z,DIFF_EastUR_WestDR,level,Tidal Level,m,0.058
2021-05-07T00:30:00Z,DIFF_TB2_TB1,level,Tidal Level,m,0.021
2021-05-07T00:30:00Z,DIFF_TB2_TB9,level,Tidal Level,m,0.021
2021-05-07T00:30:00Z,DIFF_TB3_TB1,level,Tidal Level,m,4.695
2021-05-07T00:30:00Z,DIFF_TB3_TB9,level,Tidal Level,m,4.694
2021-05-07T00:30:00Z,DIFF_WestUR_EastDR,level,Tidal Level,m,0.056
2021-05-07T00:30:00Z,DIFF_WestUR_WestDR,level,Tidal Level,m,0.004
2021-05-07T00:30:00Z,E10101,level,Tidal Level,mAOD,1.934
2021-05-07T00:30:00Z,E1030,level,Tidal Level,mAOD,1.707
2021-05-07T00:30:00Z,E12660,level,Tidal Level,mAOD,0.120
2021-05-07T00:30:00Z,E12672,level,Tidal Level,mAOD,0.150
2021-05-07T00:30:00Z,E14111,level,Tidal Level,mAOD,0.217
2021-05-07T00:30:00Z,E14330,level,Tidal Level,mAOD,0.139
2021-05-07T00:30:00Z,E1442,level,Tidal Level,mAOD,1.973
2021-05-07T00:30:00Z,E14521,level,Tidal Level,mAOD,0.225
2021-05-07T00:30:00Z,E1460,level,Tidal Level,mAOD,1.966
2021-05-07T00:30:00Z,E1466,level,Tidal Level,mAOD,1.637
2021-05-07T00:30:00Z,E14980,level,Tidal Level,mAOD,0.249
2021-05-07T00:30:00Z,E14993,level,Tidal Level,mAOD,0.284
2021-05-07T00:30:00Z,E15040,level,Tidal Level,mAOD,0.198
2021-05-07T00:30:00Z,E15100,level,Tidal Level,mAOD,0.172
2021-05-07T00:30:00Z,E15110,level,Tidal Level,mAOD,0.150
2021-05-07T00:30:00Z,E1538,level,Tidal Level,mAOD,1.301
2021-05-07T00:30:00Z,E1555,level,Tidal Level,mAOD,-1.638
2021-05-07T00:30:00Z,E1631,level,Tidal Level,mAOD,1.475
2021-05-07T00:30:00Z,E170,level,Tidal Level,mAOD,-0.056
2021-05-07T00:30:00Z,E1960,level,Tidal Level,mAOD,1.750
2021-05-07T00:30:00Z,E2044,level,Tidal Level,mAOD,1.923
2021-05-07T00:30:00Z,E2080,level,Tidal Level,mASD,2.555
2021-05-07T00:30:00Z,E2081,level,Tidal Level,mAOD,1.986
2021-05-07T00:30:00Z,E2085,level,Tidal Level,mAOD,1.847
2021-05-07T00:30:00Z,E21150,level,Tidal Level,mAOD,0.537
2021-05-07T00:30:00Z,E21226,level,Tidal Level,mAOD,0.464
2021-05-07T00:30:00Z,E21238,level,Tidal Level,mAOD,0.414
2021-05-07T00:30:00Z,E21563,level,Tidal Level,mAOD,0.499
2021-05-07T00:30:00Z,E22129,level,Tidal Level,mAOD,0.485
2021-05-07T00:30:00Z,E22184,level,Tidal Level,m,1.744
2021-05-07T00:30:00Z,E23019,level,Tidal Level,mAOD,0.281
2021-05-07T00:30:00Z,E23052,level,Tidal Level,mAOD,0.412
2021-05-07T00:30:00Z,E23060,level,Tidal Level,mAOD,0.477
2021-05-07T00:30:00Z,E23327,level,Tidal Level,mASD,0.982
2021-05-07T00:30:00Z,E23343,level,Tidal Level,mAOD,0.503
2021-05-07T00:30:00Z,E23917,level,Tidal Level,mAOD,0.578
2021-05-07T00:30:00Z,E23931,level,Tidal Level,mAOD,0.550
2021-05-07T00:30:00Z,E24064,level,Tidal Level,m,0.446
2021-05-07T00:30:00Z,E24093,level,Tidal Level,mAOD,1.093
2021-05-07T00:30:00Z,E24323,level,Tidal Level,mAOD,-0.272
2021-05-07T00:30:00Z,E24812,level,Tidal Level,mAOD,0.753
2021-05-07T00:30:00Z,E24816,level,Tidal Level,mAOD,0.628
2021-05-07T00:30:00Z,E24835,level,Tidal Level,mAOD,0.513
2021-05-07T00:30:00Z,E24861,level,Tidal Level,mAOD,-0.381
2021-05-07T00:30:00Z,E24872,level,Tidal Level,mAOD,-0.051
2021-05-07T00:30:00Z,E2500,level,Tidal Level,mASD,0.897
2021-05-07T00:30:00Z,E26233,level,Tidal Level,mAOD,-0.525
2021-05-07T00:30:00Z,E27431,level,Tidal Level,mAOD,0.296
2021-05-07T00:30:00Z,E2900,level,Tidal Level,mAOD,0.367
2021-05-07T00:30:00Z,E37212,level,Tidal Level,mAOD,0.359
2021-05-07T00:30:00Z,E41137,level,Tidal Level,mAOD,0.791
2021-05-07T00:30:00Z,E41694,level,Tidal Level,mAOD,0.032
2021-05-07T00:30:00Z,E42196,level,Tidal Level,mAOD,0.577
2021-05-07T00:30:00Z,E42895,level,Tidal Level,mAOD,0.537
2021-05-07T00:30:00Z,E43214,level,Tidal Level,mAOD,0.000
2021-05-07T00:30:00Z,E47907,level,Tidal Level,mAOD,1.744
2021-05-07T00:30:00Z,E4804,level,Tidal Level,mAOD,-5.500
2021-05-07T00:30:00Z,E5310,level,Tidal Level,mAOD,-1.656
2021-05-07T00:30:00Z,E5755,level,Tidal Level,mAOD,1.294
2021-05-07T00:30:00Z,E6415,level,Tidal Level,mAOD,-0.153
2021-05-07T00:30:00Z,E65302,level,Tidal Level,mAOD,1.750
2021-05-07T00:30:00Z,E65506,level,Tidal Level,mAOD,2.091
2021-05-07T00:30:00Z,E68651,level,Tidal Level,mAOD,1.897
2021-05-07T00:30:00Z,E70024,level,Tidal Level,m,2.156
2021-05-07T00:30:00Z,E70039,level,Tidal Level,mAOD,0.656
2021-05-07T00:30:00Z,E70124,level,Tidal Level,m,4.318
2021-05-07T00:30:00Z,E70139,level,Tidal Level,mAOD,-0.612
2021-05-07T00:30:00Z,E70139,level,Tidal Level,mAOD,-0.612
2021-05-07T00:30:00Z,E70224,level,Tidal Level,m,7.913
2021-05-07T00:30:00Z,E70239,level,Tidal Level,mAOD,2.033
2021-05-07T00:30:00Z,E70324,level,Tidal Level,m,3.784
2021-05-07T00:30:00Z,E70339,level,Tidal Level,mAOD,1.284
2021-05-07T00:30:00Z,E70424,level,Tidal Level,m,3.984
2021-05-07T00:30:00Z,E70439,level,Tidal Level,mAOD,1.234
2021-05-07T00:30:00Z,E70524,level,Tidal Level,m,3.208
2021-05-07T00:30:00Z,E70539,level,Tidal Level,mAOD,0.158
2021-05-07T00:30:00Z,E70624,level,Tidal Level,m,1.894
2021-05-07T00:30:00Z,E70639,level,Tidal Level,mAOD,0.184
2021-05-07T00:30:00Z,E70724,level,Tidal Level,m,2.000
2021-05-07T00:30:00Z,E70739,level,Tidal Level,mAOD,-0.250
2021-05-07T00:30:00Z,E70824,level,Tidal Level,m,2.555
2021-05-07T00:30:00Z,E70839,level,Tidal Level,mAOD,-0.345
2021-05-07T00:30:00Z,E70924,level,Tidal Level,m,2.912
2021-05-07T00:30:00Z,E70939,level,Tidal Level,mAOD,0.312
2021-05-07T00:30:00Z,E71024,level,Tidal Level,m,3.675
2021-05-07T00:30:00Z,E71039,level,Tidal Level,mAOD,0.675
2021-05-07T00:30:00Z,E71124,level,Tidal Level,m,5.513
2021-05-07T00:30:00Z,E71139,level,Tidal Level,mAOD,1.613
2021-05-07T00:30:00Z,E71224,level,Tidal Level,m,4.044
2021-05-07T00:30:00Z,E71239,level,Tidal Level,mAOD,1.294
2021-05-07T00:30:00Z,E71339,level,Tidal Level,mAOD,1.743
2021-05-07T00:30:00Z,E71424,level,Tidal Level,m,1.871
2021-05-07T00:30:00Z,E71439,level,Tidal Level,mAOD,-0.149
2021-05-07T00:30:00Z,E71524,level,Tidal Level,m,2.429
2021-05-07T00:30:00Z,E71539,level,Tidal Level,mAOD,-0.471
2021-05-07T00:30:00Z,E71624,level,Tidal Level,m,3.662
2021-05-07T00:30:00Z,E71639,level,Tidal Level,mAOD,-0.008
2021-05-07T00:30:00Z,E71724,level,Tidal Level,m,3.695
2021-05-07T00:30:00Z,E71739,level,Tidal Level,mAOD,0.175
2021-05-07T00:30:00Z,E71824,level,Tidal Level,m,2.982
2021-05-07T00:30:00Z,E71839,level,Tidal Level,mAOD,0.252
2021-05-07T00:30:00Z,E71924,level,Tidal Level,m,1.795
2021-05-07T00:30:00Z,E71939,level,Tidal Level,mAOD,0.395
2021-05-07T00:30:00Z,E72024,level,Tidal Level,m,1.477
2021-05-07T00:30:00Z,E72039,level,Tidal Level,mAOD,0.547
2021-05-07T00:30:00Z,E72124,level,Tidal Level,m,4.121
2021-05-07T00:30:00Z,E72139,level,Tidal Level,mAOD,0.901
2021-05-07T00:30:00Z,E72224,level,Tidal Level,m,3.868
2021-05-07T00:30:00Z,E72239,level,Tidal Level,mAOD,0.818
2021-05-07T00:30:00Z,E72324,level,Tidal Level,m,3.753
2021-05-07T00:30:00Z,E72339,level,Tidal Level,mAOD,0.843
2021-05-07T00:30:00Z,E72424,level,Tidal Level,m,6.432
2021-05-07T00:30:00Z,E72439,level,Tidal Level,mAOD,1.632
2021-05-07T00:30:00Z,E72524,level,Tidal Level,m,8.094
2021-05-07T00:30:00Z,E72539,level,Tidal Level,mAOD,2.194
2021-05-07T00:30:00Z,E72623,level,Tidal Level,mm,9282.000
2021-05-07T00:30:00Z,E72624,level,Tidal Level,m,9.308
2021-05-07T00:30:00Z,E72639,level,Tidal Level,mAOD,2.808
2021-05-07T00:30:00Z,E72824,level,Tidal Level,m,8.459
2021-05-07T00:30:00Z,E72825,level,Tidal Level,mm,8489.000
2021-05-07T00:30:00Z,E72839,level,Tidal Level,mAOD,2.649
2021-05-07T00:30:00Z,E7290,level,Tidal Level,mAOD,0.154
2021-05-07T00:30:00Z,E72924,level,Tidal Level,m,6.756
2021-05-07T00:30:00Z,E72939,level,Tidal Level,mAOD,1.756
2021-05-07T00:30:00Z,E73024,level,Tidal Level,m,5.123
2021-05-07T00:30:00Z,E73039,level,Tidal Level,mAOD,1.413
2021-05-07T00:30:00Z,E73124,level,Tidal Level,m,3.437
2021-05-07T00:30:00Z,E73139,level,Tidal Level,mAOD,0.997
2021-05-07T00:30:00Z,E73224,level,Tidal Level,m,1.624
2021-05-07T00:30:00Z,E73239,level,Tidal Level,mAOD,-0.816
2021-05-07T00:30:00Z,E73324,level,Tidal Level,m,3.420
2021-05-07T00:30:00Z,E73339,level,Tidal Level,mAOD,-0.430
2021-05-07T00:30:00Z,E73424,level,Tidal Level,m,4.099
2021-05-07T00:30:00Z,E73439,level,Tidal Level,mAOD,-0.801
2021-05-07T00:30:00Z,E73439,level,Tidal Level,mAOD,-0.801
2021-05-07T00:30:00Z,E73524,level,Tidal Level,m,2.352
2021-05-07T00:30:00Z,E73539,level,Tidal Level,mAOD,-0.398
2021-05-07T00:30:00Z,E73624,level,Tidal Level,m,3.415
2021-05-07T00:30:00Z,E73639,level,Tidal Level,mAOD,-0.785
2021-05-07T00:30:00Z,E73639,level,Tidal Level,mAOD,-0.785
2021-05-07T00:30:00Z,E73724,level,Tidal Level,m,1.843
2021-05-07T00:30:00Z,E73739,level,Tidal Level,mAOD,0.043
2021-05-07T00:30:00Z,E73824,level,Tidal Level,m,1.878
2021-05-07T00:30:00Z,E73839,level,Tidal Level,mAOD,-0.132
2021-05-07T00:30:00Z,E73924,level,Tidal Level,m,1.707
2021-05-07T00:30:00Z,E73939,level,Tidal Level,mAOD,0.467
2021-05-07T00:30:00Z,E74024,level,Tidal Level,m,1.669
2021-05-07T00:30:00Z,E74039,level,Tidal Level,mAOD,0.049
2021-05-07T00:30:00Z,E74224,level,Tidal Level,m,3.462
2021-05-07T00:30:00Z,E74239,level,Tidal Level,mAOD,1.072
2021-05-07T00:30:00Z,E74324,level,Tidal Level,m,3.788
2021-05-07T00:30:00Z,E74339,level,Tidal Level,mAOD,1.078
2021-05-07T00:30:00Z,E74424,level,Tidal Level,m,1.183
2021-05-07T00:30:00Z,E74439,level,Tidal Level,mAOD,-0.037
2021-05-07T00:30:00Z,E87030,level,Tidal Level,m,1.589
2021-05-07T00:30:00Z,E8970,level,Tidal Level,mASD,1.245
2021-05-07T00:30:00Z,E8980,level,Tidal Level,mAOD,-0.024
2021-05-07T00:30:00Z,L3360,level,Tidal Level,mAOD,1.567
2021-05-07T00:30:00Z,L3370,level,Tidal Level,mAOD,1.360
2021-05-07T00:30:00Z,L3491,level,Tidal Level,mAOD,2.013
2021-05-07T00:30:00Z,L3901,level,Tidal Level,mAOD,0.452
2021-05-07T00:30:00Z,LN23999,level,Tidal Level,mAOD,0.250
2021-05-07T00:30:00Z,Not_Specified,level,Tidal Level,mAOD,-0.500
2021-05-07T00:30:00Z,TORQ,level,Tidal Level,mAOD,0.731
2021-05-07T00:35:00Z,E47907,level,Tidal Level,mAOD,1.715
2021-05-07T00:40:00Z,E47907,level,Tidal Level,mAOD,1.704
2021-05-07T00:45:00Z,0001,level,Tidal Level,mAOD,-0.586
2021-05-07T00:45:00Z,0003,level,Tidal Level,mAOD,-0.605
2021-05-07T00:45:00Z,0004,level,Tidal Level,mAOD,-0.519
2021-05-07T00:45:00Z,0006,level,Tidal Level,mAOD,-0.330
2021-05-07T00:45:00Z,0009,level,Tidal Level,mAOD,1.328
2021-05-07T00:45:00Z,0018,level,Tidal Level,mAOD,-0.597
2021-05-07T00:45:00Z,0019,level,Tidal Level,mAOD,-0.467
2021-05-07T00:45:00Z,0020,level,Tidal Level,mAOD,-0.459
2021-05-07T00:45:00Z,021999,level,Tidal Level,mAOD,0.062
2021-05-07T00:45:00Z,022999,level,Tidal Level,mAOD,0.205
2021-05-07T00:45:00Z,3401TH_AOD,level,Tidal Level,mAOD,4.588
2021-05-07T00:45:00Z,3401TH_TAOD,level,Tidal Level,mAOD,2.392
2021-05-07T00:45:00Z,4230TH,level,Tidal Level,mAOD,-0.501
2021-05-07T00:45:00Z,44105,level,Tidal Level,mAOD,0.647
2021-05-07T00:45:00Z,4410TH,level,Tidal Level,mAOD,-0.605
2021-05-07T00:45:00Z,44111,level,Tidal Level,mAOD,1.160
2021-05-07T00:45:00Z,44134,level,Tidal Level,mAOD,2.491
2021-05-07T00:45:00Z,45127,level,Tidal Level,mAOD,0.682
2021-05-07T00:45:00Z,46110,level,Tidal Level,m,0.757
2021-05-07T00:45:00Z,46121,level,Tidal Level,mAOD,0.675
2021-05-07T00:45:00Z,46154,level,Tidal Level,mAOD,0.763
2021-05-07T00:45:00Z,48112,level,Tidal Level,m,1.160
2021-05-07T00:45:00Z,48113,level,Tidal Level,m,1.262
2021-05-07T00:45:00Z,48146,level,Tidal Level,m,0.691
2021-05-07T00:45:00Z,48160,level,Tidal Level,mAOD,0.890
2021-05-07T00:45:00Z,49116,level,Tidal Level,mAOD,1.179
2021-05-07T00:45:00Z,49122,level,Tidal Level,m,1.354
2021-05-07T00:45:00Z,50180,level,Tidal Level,m,0.747
2021-05-07T00:45:00Z,50198,level,Tidal Level,mAOD,1.947
2021-05-07T00:45:00Z,51103,level,Tidal Level,mAOD,1.671
2021-05-07T00:45:00Z,52106,level,Tidal Level,mAOD,2.056
2021-05-07T00:45:00Z,52124,level,Tidal Level,mAOD,2.889
2021-05-07T00:45:00Z,52163,level,Tidal Level,m,2.388
2021-05-07T00:45:00Z,53118,level,Tidal Level,mAOD,2.645
2021-05-07T00:45:00Z,531191,level,Tidal Level,mAOD,3.017
2021-05-07T00:45:00Z,53189,level,Tidal Level,mAOD,2.672
2021-05-07T00:45:00Z,BB_EAST_DR,level,Tidal Level,mAOD,-0.469
2021-05-07T00:45:00Z,BB_EAST_UR,level,Tidal Level,mAOD,-0.472
2021-05-07T00:45:00Z,BB_WEST_DR,level,Tidal Level,mAOD,-0.529
2021-05-07T00:45:00Z,BB_WEST_UR,level,Tidal Level,mAOD,-0.536
2021-05-07T00:45:00Z,DIFF_EastUR_EastDR,level,Tidal Level,m,0.017
2021-05-07T00:45:00Z,DIFF_EastUR_WestDR,level,Tidal Level,m,0.043
2021-05-07T00:45:00Z,DIFF_TB2_TB1,level,Tidal Level,m,0.017
2021-05-07T00:45:00Z,DIFF_TB2_TB9,level,Tidal Level,m,0.004
2021-05-07T00:45:00Z,DIFF_TB3_TB1,level,Tidal Level,m,0.082
2021-05-07T00:45:00Z,DIFF_TB3_TB9,level,Tidal Level,m,0.095
2021-05-07T00:45:00Z,DIFF_WestUR_EastDR,level,Tidal Level,m,0.090
2021-05-07T00:45:00Z,DIFF_WestUR_WestDR,level,Tidal Level,m,0.030
2021-05-07T00:45:00Z,E10101,level,Tidal Level,mAOD,1.884
2021-05-07T00:45:00Z,E1030,level,Tidal Level,mAOD,1.704
2021-05-07T00:45:00Z,E12660,level,Tidal Level,mAOD,0.051
2021-05-07T00:45:00Z,E12672,level,Tidal Level,mAOD,0.070
2021-05-07T00:45:00Z,E14111,level,Tidal Level,mAOD,0.061
