postcode,sector,easting,northing,localAuthority,altitude,soilType,riskLabel,medianPrice
SE15 6NS,SE15 6,533773.0,178100.0,Southwark,10,Unsurveyed/Urban,4,482800.0
SS1 2HH,SS1 2,588838.0,185290.0,Southend-on-Sea,10,Unsurveyed/Urban,1,235700.0
KT18 5RQ,KT18 5,523334.0,157909.0,Reigate and Banstead,170,Unsurveyed/Urban,1,804800.0
BR1 4AD,BR1 4,539619.0,169814.0,Bromley,60,Unsurveyed/Urban,1,431800.0
E10 5WJ,E10 5,538105.0,187669.0,Waltham Forest,20,Unsurveyed/Urban,1,477600.0
SE19 2DL,SE19 2,533746.0,169227.0,Croydon,60,Unsurveyed/Urban,1,465700.0
RH10 7TJ,RH10 7,529637.0,137533.0,Crawley,80,Mixed,1,366500.0
CT10 2SN,CT10 2,638608.0,168213.0,Thanet,40,Unsurveyed/Urban,1,319100.0
GU14 6HW,GU14 6,487750.0,153746.0,Rushmoor,70,Unsurveyed/Urban,1,373300.0
RG31 6AF,RG31 6,466967.0,175419.0,West Berkshire,60,Cambisols,1,560600.0
BN3 5QL,BN3 5,527925.0,105296.0,Brighton and Hove,20,Unsurveyed/Urban,1,14300.0
HP21 7BG,HP21 7,484227.0,212789.0,Buckinghamshire,90,Unsurveyed/Urban,1,283200.0
RH10 1YT,RH10 1,527609.0,136363.0,Crawley,80,Unsurveyed/Urban,1,495700.0
TN12 9JG,TN12 9,574048.0,144502.0,Maidstone,20,Planosols,1,2143300.0
TN6 2UD,TN6 2,551567.0,131410.0,Wealden,200,Unsurveyed/Urban,1,363600.0
TN3 9LT,TN3 9,555302.0,132466.0,Wealden,70,Luvisols,7,885400.0
WC2H 9AJ,WC2H 9,530149.0,181234.0,Camden,20,Unsurveyed/Urban,1,2033500.0
TN31 6JN,TN31 6,580544.0,121980.0,Rother,80,Planosols,1,495300.0
PO20 7JE,PO20 7,481367.0,98217.0,Chichester,10,Gleysols,1,54500.0
GU34 3RR,GU34 3,471182.0,133634.0,East Hampshire,140,Luvisols,1,885100.0
CT16 1EE,CT16 1,631476.0,141861.0,Dover,10,Unsurveyed/Urban,1,200500.0
ME13 9TD,ME13 9,606135.0,159179.0,Swale,40,Luvisols,1,262200.0
SW7 4BG,SW7 4,525829.0,179072.0,Kensington and Chelsea,10,Unsurveyed/Urban,1,1797500.0
BN27 2BH,BN27 2,558987.0,109225.0,Wealden,20,Unsurveyed/Urban,1,256700.0
SN7 7EG,SN7 7,428149.0,194861.0,Vale of White Horse,120,Leptosols,1,341500.0
W1G 8GF,W1G 8,528590.0,181566.0,Westminster,20,Unsurveyed/Urban,1,1285700.0
GU3 3BS,GU3 3,497552.0,150888.0,Guildford,70,Unsurveyed/Urban,1,600500.0
PO3 6HF,PO3 6,466870.0,101087.0,Portsmouth,0,Unsurveyed/Urban,1,183700.0
GU26 6HQ,GU26 6,487349.0,135218.0,East Hampshire,200,Podzols,1,503200.0
BN14 7HY,BN14 7,513871.0,103665.0,Worthing,10,Unsurveyed/Urban,1,336200.0
BN6 8LQ,BN6 8,530792.0,115233.0,Mid Sussex,50,Unsurveyed/Urban,1,494800.0
GU14 7GA,GU14 7,487111.0,155761.0,Rushmoor,70,Unsurveyed/Urban,1,374800.0
W8 4DU,W8 4,525398.0,180360.0,Kensington and Chelsea,30,Unsurveyed/Urban,1,2788500.0
ME4 3EA,ME4 3,576760.0,170550.0,Medway,10,Unsurveyed/Urban,6,309800.0
HP13 7DH,HP13 7,488874.0,192050.0,Buckinghamshire,70,Unsurveyed/Urban,1,181000.0
TN40 1GW,TN40 1,574280.0,107421.0,Rother,10,Unsurveyed/Urban,1,229400.0
SS8 8PB,SS8 8,581274.0,183203.0,Castle Point,0,Unsurveyed/Urban,4,278200.0
ME17 2EX,ME17 2,589919.0,153347.0,Maidstone,190,Luvisols,1,627900.0
TN27 8BQ,TN27 8,585113.0,137387.0,Ashford,60,Planosols,1,655900.0
N17 9AP,N17 9,534079.0,190032.0,Haringey,10,Unsurveyed/Urban,1,542600.0
GU22 7NP,GU22 7,500584.0,158171.0,Woking,30,Unsurveyed/Urban,1,278100.0
RH12 4TX,RH12 4,520133.0,132455.0,Horsham,90,Arenosols,1,271100.0
RG1 3PG,RG1 3,473641.0,173473.0,Reading,40,Unsurveyed/Urban,1,619100.0
E2 0EZ,E2 0,535211.0,182675.0,Tower Hamlets,10,Unsurveyed/Urban,1,493000.0
HP20 1JG,HP20 1,483390.0,213813.0,Buckinghamshire,80,Unsurveyed/Urban,1,201000.0
W4 3UW,W4 3,520717.0,178385.0,Hounslow,10,Unsurveyed/Urban,1,1155800.0
KT12 1PG,KT12 1,510104.0,166181.0,Elmbridge,20,Unsurveyed/Urban,1,1530500.0
SE25 4EQ,SE25 4,533972.0,169119.0,Croydon,60,Unsurveyed/Urban,1,205600.0
CT4 8BH,CT4 8,607082.0,155025.0,Ashford,100,Cambisols,1,541600.0
CT9 3JA,CT9 3,638456.0,171071.0,Thanet,20,Unsurveyed/Urban,1,304200.0
HP13 7AX,HP13 7,487795.0,192649.0,Buckinghamshire,80,Unsurveyed/Urban,1,221400.0
RH1 6PH,RH1 6,527604.0,150126.0,Reigate and Banstead,110,Unsurveyed/Urban,1,479000.0
SO18 2PL,SO18 2,444647.0,114739.0,Southampton,30,Unsurveyed/Urban,1,1021700.0
W1H 7QD,W1H 7,527833.0,181259.0,Westminster,30,Cambisols,1,2264100.0
SW12 9EZ,SW12 9,528677.0,173235.0,Wandsworth,30,Unsurveyed/Urban,1,920300.0
RM15 5LJ,RM15 5,558564.0,181348.0,Thurrock,20,Unsurveyed/Urban,1,310200.0
BN6 9RG,BN6 9,528071.0,116475.0,Mid Sussex,50,Cambisols,1,639800.0
IG6 2LS,IG6 2,544059.0,190644.0,Redbridge,40,Stagnosols,1,500700.0
SE22 8TX,SE22 8,533136.0,174945.0,Southwark,30,Unsurveyed/Urban,1,765400.0
GU35 9LU,GU35 9,479238.0,138431.0,East Hampshire,80,Luvisols,1,403700.0
UB2 4AR,UB2 4,512539.0,179526.0,Ealing,30,Unsurveyed/Urban,1,556700.0
SO53 2EH,SO53 2,443569.0,121397.0,Eastleigh,30,Unsurveyed/Urban,1,230800.0
SE13 5HA,SE13 5,538518.0,175015.0,Lewisham,20,Unsurveyed/Urban,1,595200.0
RH18 5BW,RH18 5,542896.0,134678.0,Wealden,70,Luvisols,1,828500.0
BR6 6HG,BR6 6,546251.0,163724.0,Bromley,120,Unsurveyed/Urban,1,524900.0
E6 3RT,E6 3,542861.0,182332.0,Newham,10,Unsurveyed/Urban,5,345700.0
SE13 7DG,SE13 7,537674.0,175321.0,Lewisham,20,Unsurveyed/Urban,1,653300.0
ME12 2HU,ME12 2,595400.0,173464.0,Swale,40,Unsurveyed/Urban,1,228500.0
RG1 5SP,RG1 5,473798.0,172718.0,Reading,50,Unsurveyed/Urban,1,623500.0
ME12 1PZ,ME12 1,591125.0,173986.0,Swale,0,Unsurveyed/Urban,1,157700.0
W1U 3HQ,W1U 3,528303.0,181336.0,Westminster,20,Unsurveyed/Urban,1,1868600.0
DA12 4HZ,DA12 4,566137.0,172799.0,Gravesham,20,Unsurveyed/Urban,1,298800.0
N5 2DU,N5 2,532314.0,185815.0,Islington,30,Unsurveyed/Urban,1,812100.0
ME1 1QY,ME1 1,573890.0,168231.0,Medway,10,Unsurveyed/Urban,9,313800.0
W1F 8EG,W1F 8,529416.0,181147.0,Westminster,20,Unsurveyed/Urban,1,4108300.0
KT22 0TY,KT22 0,515173.0,161574.0,Elmbridge,40,Planosols,1,1915700.0
KT3 6HX,KT3 6,522840.0,168156.0,Merton,20,Unsurveyed/Urban,1,613200.0
ME12 2QT,ME12 2,592820.0,174447.0,Swale,10,Unsurveyed/Urban,6,251600.0
CM14 4XN,CM14 4,559443.0,193925.0,Brentwood,100,Unsurveyed/Urban,1,912500.0
W11 4RH,W11 4,524222.0,180110.0,Kensington and Chelsea,10,Unsurveyed/Urban,1,2273600.0
SW12 9PR,SW12 9,528947.0,173782.0,Wandsworth,30,Unsurveyed/Urban,1,801000.0
N14 7PE,N14 7,529290.0,193651.0,Barnet,60,Unsurveyed/Urban,1,688700.0
KT1 3HP,KT1 3,519346.0,169039.0,Kingston upon Thames,10,Unsurveyed/Urban,1,240400.0
SW9 6JX,SW9 6,531271.0,176936.0,Lambeth,10,Unsurveyed/Urban,1,374900.0
ME15 0NF,ME15 0,570874.0,152901.0,Maidstone,20,Planosols,1,618500.0
BN9 0NJ,BN9 0,545552.0,102165.0,Lewes,20,Unsurveyed/Urban,1,331800.0
W3 7EL,W3 7,521608.0,180844.0,Ealing,10,Unsurveyed/Urban,1,1020500.0
GU12 5BS,GU12 5,489560.0,151430.0,Guildford,80,Unsurveyed/Urban,1,356400.0
RM1 3PP,RM1 3,551115.0,189034.0,Havering,20,Unsurveyed/Urban,1,412100.0
SE20 7UF,SE20 7,534813.0,169052.0,Bromley,40,Unsurveyed/Urban,1,513900.0
PO10 7JQ,PO10 7,474197.0,105957.0,Havant,30,Unsurveyed/Urban,1,465400.0
BN18 9PS,BN18 9,504611.0,105513.0,Arun,10,Gleysols,1,901800.0
SE2 9SZ,SE2 9,547611.0,179461.0,Bexley,0,Unsurveyed/Urban,4,488900.0
SL6 5HP,SL6 5,486744.0,181967.0,Windsor and Maidenhead,60,Unsurveyed/Urban,1,625000.0
E17 4BP,E17 4,538666.0,190111.0,Waltham Forest,30,Unsurveyed/Urban,1,541800.0
RH20 2QE,RH20 2,508685.0,117475.0,Horsham,30,Podzols,1,629500.0
N7 7NY,N7 7,531005.0,186140.0,Islington,30,Unsurveyed/Urban,1,4378600.0
CT1 3RY,CT1 3,614171.0,157059.0,Canterbury,10,Unsurveyed/Urban,1,329300.0
TW20 0UD,TW20 0,498234.0,171029.0,Runnymede,60,Planosols,1,913700.0
SO17 1AJ,SO17 1,442345.0,114159.0,Southampton,30,Unsurveyed/Urban,1,311500.0
SS17 9LQ,SS17 9,574213.0,183017.0,Thurrock,0,Unsurveyed/Urban,1,373300.0
TN39 4SW,TN39 4,571144.0,107434.0,Rother,20,Unsurveyed/Urban,1,360000.0
NW7 3TJ,NW7 3,521587.0,192274.0,Barnet,70,Unsurveyed/Urban,1,583200.0
W4 3RS,W4 3,520226.0,177297.0,Hounslow,10,Unsurveyed/Urban,4,958800.0
HP16 9AJ,HP16 9,489047.0,201618.0,Buckinghamshire,140,Luvisols,1,870400.0
RG45 6BB,RG45 6,482062.0,163946.0,Wokingham,70,Podzols,1,545000.0
W1F 9AJ,W1F 9,529417.0,180979.0,Westminster,20,Unsurveyed/Urban,1,5886700.0
SE19 3EY,SE19 3,532701.0,170281.0,Croydon,90,Unsurveyed/Urban,1,503700.0
SS13 1DN,SS13 1,573608.0,190337.0,Basildon,20,Unsurveyed/Urban,1,590100.0
PO19 1AT,PO19 1,486121.0,105237.0,Chichester,20,Unsurveyed/Urban,1,1093000.0
ME10 2SB,ME10 2,591050.0,166263.0,Swale,10,Stagnosols,1,258700.0
ME10 1JW,ME10 1,590174.0,163397.0,Swale,20,Unsurveyed/Urban,1,293900.0
BR1 5RD,BR1 5,538794.0,171787.0,Lewisham,40,Unsurveyed/Urban,1,422600.0
KT11 3LW,KT11 3,510078.0,159631.0,Elmbridge,20,Luvisols,1,1024800.0
GU34 1SW,GU34 1,469896.0,137610.0,East Hampshire,130,Cambisols,1,681900.0
HA4 0AY,HA4 0,510240.0,186581.0,Hillingdon,40,Unsurveyed/Urban,1,394000.0
HP15 7UX,HP15 7,489150.0,195427.0,Buckinghamshire,170,Mixed,1,179600.0
N17 0JU,N17 0,534765.0,190811.0,Haringey,10,Unsurveyed/Urban,6,550300.0
E14 8NE,E14 8,537034.0,179957.0,Tower Hamlets,10,Unsurveyed/Urban,4,623700.0
SW6 5DN,SW6 5,524703.0,176879.0,Hammersmith and Fulham,0,Unsurveyed/Urban,4,1724300.0
RG24 9WJ,RG24 9,462324.0,153509.0,Basingstoke and Deane,110,Unsurveyed/Urban,1,317100.0
ME13 0DZ,ME13 0,601552.0,156267.0,Swale,80,Luvisols,1,740000.0
SW3 2RH,SW3 2,527919.0,178826.0,Kensington and Chelsea,10,Unsurveyed/Urban,1,3094300.0
SO41 5PA,SO41 5,432964.0,98068.0,New Forest,30,Gleysols,1,1097400.0
PO10 7LZ,PO10 7,474036.0,106297.0,Havant,30,Cambisols,1,420700.0
NW7 2SG,NW7 2,522035.0,191188.0,Barnet,70,Unsurveyed/Urban,1,802600.0
N1 0BB,N1 0,530473.0,183885.0,Islington,30,Unsurveyed/Urban,1,968200.0
SW6 1RD,SW6 1,525029.0,177746.0,Hammersmith and Fulham,10,Unsurveyed/Urban,4,1081100.0
RG24 9FN,RG24 9,463722.0,154737.0,Basingstoke and Deane,90,Luvisols,1,281000.0
GU52 8LE,GU52 8,481030.0,151768.0,Hart,100,Unsurveyed/Urban,1,654400.0
TN39 3FE,TN39 3,573886.0,107909.0,Rother,10,Unsurveyed/Urban,1,315400.0
RH16 4NX,RH16 4,532700.0,122786.0,Mid Sussex,50,Cambisols,1,403400.0
ME15 6DD,ME15 6,576350.0,153750.0,Maidstone,70,Unsurveyed/Urban,1,303600.0
TW10 5AU,TW10 5,519096.0,174960.0,Richmond upon Thames,10,Unsurveyed/Urban,1,905100.0
E18 2JT,E18 2,540124.0,190395.0,Redbridge,40,Unsurveyed/Urban,1,353500.0
PO20 7DB,PO20 7,480312.0,100098.0,Chichester,0,Gleysols,1,635100.0
CT1 2HA,CT1 2,615027.0,157837.0,Canterbury,10,Unsurveyed/Urban,1,451600.0
BN20 0AD,BN20 0,557151.0,95682.0,Eastbourne,60,Leptosols,1,651100.0
RH11 0HS,RH11 0,524829.0,136926.0,Crawley,70,Mixed,1,555600.0
N2 8LN,N2 8,526510.0,190036.0,Barnet,90,Unsurveyed/Urban,1,510400.0
RH19 2DS,RH19 2,538665.0,138978.0,Mid Sussex,120,Unsurveyed/Urban,1,586500.0
SE5 8QF,SE5 8,533523.0,176638.0,Southwark,10,Unsurveyed/Urban,1,709800.0
SW10 0TS,SW10 0,526348.0,177366.0,Kensington and Chelsea,10,Unsurveyed/Urban,1,1497700.0
SW16 5PH,SW16 5,529669.0,170612.0,Lambeth,30,Unsurveyed/Urban,1,604600.0
HA0 4RF,HA0 4,517800.0,184555.0,Brent,40,Unsurveyed/Urban,1,246200.0
PO10 7SP,PO10 7,474903.0,107467.0,Havant,40,Cambisols,1,497000.0
HP11 2PZ,HP11 2,485945.0,193265.0,Buckinghamshire,70,Unsurveyed/Urban,1,318300.0
KT12 2SN,KT12 2,510280.0,167057.0,Elmbridge,10,Unsurveyed/Urban,1,517200.0
BN12 5SF,BN12 5,510463.0,103309.0,Worthing,10,Cambisols,1,524800.0
TN29 9NS,TN29 9,608592.0,120299.0,Folkestone and Hythe,10,Arenosols,1,276900.0
ME5 0UN,ME5 0,575726.0,164057.0,Medway,120,Unsurveyed/Urban,1,245600.0
SO23 8RY,SO23 8,448049.0,129669.0,Winchester,50,Unsurveyed/Urban,1,2280700.0
TN11 9PU,TN11 9,558742.0,151619.0,Tonbridge and Malling,70,Planosols,1,684600.0
RM8 3DX,RM8 3,548874.0,186454.0,Barking and Dagenham,10,Unsurveyed/Urban,1,312100.0
PO17 6NA,PO17 6,458971.0,108506.0,Fareham,20,Cambisols,1,874300.0
BN16 3JD,BN16 3,506064.0,102833.0,Arun,10,Unsurveyed/Urban,1,224700.0
N6 6PT,N6 6,528520.0,186626.0,Camden,70,Unsurveyed/Urban,1,523300.0
CT5 3WD,CT5 3,611096.0,166539.0,Canterbury,10,Unsurveyed/Urban,1,402800.0
CM11 1BJ,CM11 1,568102.0,195663.0,Basildon,90,Unsurveyed/Urban,1,785600.0
CR0 4RF,CR0 4,531109.0,164175.0,Croydon,60,Unsurveyed/Urban,1,464600.0
ME8 6UT,ME8 6,580091.0,166683.0,Medway,60,Unsurveyed/Urban,1,278600.0
SW10 0LF,SW10 0,526476.0,177493.0,Kensington and Chelsea,10,Unsurveyed/Urban,1,1441300.0
LU7 0TQ,LU7 0,488423.0,223214.0,Buckinghamshire,120,Stagnosols,1,420600.0
RH15 0JW,RH15 0,531874.0,119350.0,Mid Sussex,50,Unsurveyed/Urban,1,433400.0
N1 6AQ,N1 6,532798.0,182968.0,Hackney,20,Unsurveyed/Urban,1,490600.0
IG11 7TN,IG11 7,544756.0,183570.0,Barking and Dagenham,0,Unsurveyed/Urban,4,299200.0
TN6 3EN,TN6 3,553530.0,129535.0,Wealden,120,Unsurveyed/Urban,1,339600.0
RG30 4LP,RG30 4,467883.0,173325.0,Reading,90,Unsurveyed/Urban,1,362800.0
KT8 1RD,KT8 1,512930.0,168492.0,Elmbridge,10,Unsurveyed/Urban,6,543800.0
CM15 0JH,CM15 0,557515.0,197786.0,Brentwood,90,Luvisols,1,580100.0
BN3 2JG,BN3 2,529365.0,104461.0,Brighton and Hove,10,Unsurveyed/Urban,1,406700.0
W1D 4RB,W1D 4,529753.0,181103.0,Westminster,20,Unsurveyed/Urban,1,6498200.0
W14 0QH,W14 0,524218.0,178817.0,Hammersmith and Fulham,0,Unsurveyed/Urban,1,2468000.0
GU11 2JL,GU11 2,486935.0,152495.0,Rushmoor,80,Unsurveyed/Urban,1,387100.0
DA12 5QP,DA12 5,565420.0,172787.0,Gravesham,30,Unsurveyed/Urban,1,304500.0
RM8 2AH,RM8 2,546999.0,185703.0,Barking and Dagenham,10,Unsurveyed/Urban,1,291000.0
SM6 7PF,SM6 7,528785.0,164809.0,Sutton,40,Unsurveyed/Urban,1,215000.0
GU21 7QR,GU21 7,499073.0,157931.0,Woking,60,Unsurveyed/Urban,1,720400.0
SE26 5TG,SE26 5,536504.0,171496.0,Lewisham,30,Unsurveyed/Urban,1,574800.0
E14 6EL,E14 6,537519.0,181438.0,Tower Hamlets,10,Unsurveyed/Urban,6,419900.0
HP12 3US,HP12 3,485220.0,192198.0,Buckinghamshire,150,Unsurveyed/Urban,1,321000.0
RG2 0HN,RG2 0,471804.0,171320.0,Reading,50,Unsurveyed/Urban,1,239100.0
DA11 7PF,DA11 7,564254.0,171496.0,Gravesham,40,Unsurveyed/Urban,1,337700.0
BN11 5NF,BN11 5,512858.0,102902.0,Worthing,10,Unsurveyed/Urban,1,361000.0
HA8 8YS,HA8 8,520247.0,193028.0,Barnet,70,Unsurveyed/Urban,1,591800.0
TN4 8JS,TN4 8,557197.0,138131.0,Tunbridge Wells,80,Unsurveyed/Urban,1,614900.0
KT2 6JZ,KT2 6,518546.0,169598.0,Kingston upon Thames,10,Unsurveyed/Urban,6,568600.0
SE1 5XS,SE1 5,533587.0,178839.0,Southwark,10,Unsurveyed/Urban,4,1940600.0
GU9 8PL,GU9 8,484346.0,145396.0,Waverley,110,Unsurveyed/Urban,1,662100.0
TN2 3QH,TN2 3,559995.0,139919.0,Tunbridge Wells,140,Unsurveyed/Urban,1,908100.0
E17 8NY,E17 8,536999.0,188127.0,Waltham Forest,10,Unsurveyed/Urban,1,495800.0
CR2 8NJ,CR2 8,535650.0,162347.0,Croydon,130,Unsurveyed/Urban,1,491100.0
SP10 2PQ,SP10 2,437920.0,145768.0,Test Valley,90,Unsurveyed/Urban,1,264800.0
CT2 8SP,CT2 8,614773.0,158651.0,Canterbury,10,Unsurveyed/Urban,1,301000.0
RG27 8AJ,RG27 8,477718.0,157747.0,Hart,60,Planosols,1,769900.0
KT22 8PH,KT22 8,517096.0,155664.0,Mole Valley,80,Unsurveyed/Urban,1,1235600.0
KT20 7TQ,KT20 7,522556.0,154602.0,Reigate and Banstead,170,Unsurveyed/Urban,1,723300.0
E4 9SH,E4 9,538854.0,192631.0,Waltham Forest,30,Unsurveyed/Urban,1,531500.0
SM2 6WB,SM2 6,525899.0,163844.0,Sutton,60,Unsurveyed/Urban,1,419000.0
E1 5NB,E1 5,534297.0,181711.0,Tower Hamlets,10,Unsurveyed/Urban,1,574400.0
BR7 5DH,BR7 5,543186.0,170744.0,Bromley,90,Unsurveyed/Urban,1,793000.0
CR8 2HF,CR8 2,531184.0,160731.0,Croydon,110,Unsurveyed/Urban,1,634600.0
SO16 0XZ,SO16 0,437315.0,116792.0,Test Valley,40,Gleysols,1,322900.0
BN25 4JQ,BN25 4,550194.0,98556.0,Lewes,30,Cambisols,1,466000.0
HA0 3JS,HA0 3,516525.0,186750.0,Brent,60,Unsurveyed/Urban,1,580200.0
SM1 4BJ,SM1 4,526376.0,164312.0,Sutton,50,Unsurveyed/Urban,1,755400.0
TN4 9PD,TN4 9,558261.0,140469.0,Tunbridge Wells,120,Unsurveyed/Urban,1,429400.0
W3 7RR,W3 7,521553.0,180069.0,Ealing,10,Unsurveyed/Urban,1,1771200.0
TN38 8AP,TN38 8,577440.0,108494.0,Hastings,10,Unsurveyed/Urban,5,284300.0
BN1 4JZ,BN1 4,531431.0,105050.0,Brighton and Hove,20,Unsurveyed/Urban,1,301200.0
TN12 9BL,TN12 9,576080.0,147512.0,Maidstone,20,Planosols,1,2218900.0
SW2 3RN,SW2 3,530535.0,173544.0,Lambeth,50,Unsurveyed/Urban,1,691000.0
RM7 8DY,RM7 8,549482.0,189799.0,Havering,20,Mixed,1,347800.0
TW4 6EX,TW4 6,511617.0,175263.0,Hounslow,20,Unsurveyed/Urban,1,3718900.0
GU34 5GP,GU34 5,466366.0,134372.0,East Hampshire,180,Luvisols,1,260500.0
KT4 8XT,KT4 8,522460.0,164864.0,Sutton,40,Unsurveyed/Urban,1,514500.0
RG14 5PL,RG14 5,446973.0,167044.0,West Berkshire,80,Cambisols,8,547400.0
SE16 2RT,SE16 2,535684.0,178406.0,Lewisham,0,Unsurveyed/Urban,4,1241800.0
PO20 8NX,PO20 8,480449.0,96799.0,Chichester,10,Gleysols,1,403300.0
SE2 0YR,SE2 0,547378.0,178588.0,Greenwich,20,Mixed,1,395300.0
RH12 2LE,RH12 2,517365.0,131938.0,Horsham,50,Unsurveyed/Urban,1,419400.0
RG9 6ER,RG9 6,470879.0,189683.0,South Oxfordshire,200,Luvisols,1,1473600.0
ME9 8ST,ME9 8,590179.0,167693.0,Swale,10,Stagnosols,1,465300.0
TN4 8PS,TN4 8,556566.0,139881.0,Tunbridge Wells,110,Unsurveyed/Urban,1,334000.0
CR0 3PD,CR0 3,531539.0,166765.0,Croydon,40,Unsurveyed/Urban,1,883700.0
GU28 9DQ,GU28 9,492658.0,123195.0,Chichester,80,Podzols,1,917200.0
SE15 4JJ,SE15 4,534362.0,175755.0,Southwark,20,Unsurveyed/Urban,1,215600.0
SW6 1AY,SW6 1,525212.0,177389.0,Hammersmith and Fulham,0,Unsurveyed/Urban,4,562600.0
E1W 3RE,E1W 3,534955.0,180435.0,Tower Hamlets,0,Unsurveyed/Urban,4,673200.0
SO21 1PP,SO21 1,452265.0,135351.0,Winchester,110,Luvisols,1,745300.0
GU11 3XA,GU11 3,485440.0,150171.0,Rushmoor,100,Unsurveyed/Urban,1,339900.0
SE4 1BW,SE4 1,536708.0,176551.0,Lewisham,20,Unsurveyed/Urban,1,633900.0
PO12 3LJ,PO12 3,459779.0,100409.0,Gosport,10,Unsurveyed/Urban,1,226500.0
ME10 1NY,ME10 1,589320.0,163855.0,Swale,30,Unsurveyed/Urban,1,298900.0
TN6 2RF,TN6 2,552083.0,130886.0,Wealden,190,Unsurveyed/Urban,1,412300.0
BN41 2GZ,BN41 2,525990.0,106964.0,Brighton and Hove,40,Leptosols,1,331400.0
TN10 3BX,TN10 3,558745.0,147450.0,Tonbridge and Malling,30,Gleysols,1,1367000.0
SS17 7RB,SS17 7,569715.0,183479.0,Thurrock,30,Unsurveyed/Urban,1,303000.0
SO31 8EX,SO31 8,447552.0,110191.0,Eastleigh,40,Unsurveyed/Urban,1,347100.0
N20 9EY,N20 9,526497.0,193905.0,Barnet,90,Unsurveyed/Urban,1,1375600.0
CR8 3PS,CR8 3,529569.0,162006.0,Croydon,100,Unsurveyed/Urban,1,1005500.0
BR6 8DP,BR6 8,544828.0,166279.0,Bromley,90,Unsurveyed/Urban,1,868500.0
NW1 0UT,NW1 0,529433.0,182967.0,Camden,20,Unsurveyed/Urban,1,1079800.0
GU11 3RW,GU11 3,487150.0,148933.0,Rushmoor,80,Unsurveyed/Urban,5,312100.0
PO32 6QS,PO32 6,450865.0,95359.0,Isle of Wight,30,Luvisols,1,244500.0
SE22 0RR,SE22 0,534730.0,174504.0,Southwark,30,Unsurveyed/Urban,1,718500.0
SE5 0AP,SE5 0,533030.0,177914.0,Southwark,10,Unsurveyed/Urban,4,534300.0
RM18 8JS,RM18 8,565236.0,176757.0,Thurrock,10,Cambisols,6,248500.0
SE16 7TR,SE16 7,536412.0,179366.0,Southwark,10,Cambisols,4,480700.0
SE16 2JE,SE16 2,534751.0,178953.0,Southwark,10,Unsurveyed/Urban,4,1343800.0
SL4 5NA,SL4 5,494481.0,176768.0,Windsor and Maidenhead,20,Unsurveyed/Urban,1,420000.0
PO16 8DP,PO16 8,461566.0,106294.0,Fareham,40,Unsurveyed/Urban,1,378600.0
W3 6PP,W3 6,520153.0,180851.0,Ealing,30,Unsurveyed/Urban,1,441900.0
CT20 2QG,CT20 2,621466.0,135621.0,Folkestone and Hythe,60,Unsurveyed/Urban,1,299300.0
SO40 8TW,SO40 8,434910.0,112857.0,New Forest,10,Gleysols,1,291900.0
SW1P 2YE,SW1P 2,529548.0,177433.0,Wandsworth,0,Unsurveyed/Urban,1,983100.0
OX11 7QR,OX11 7,453566.0,190247.0,South Oxfordshire,50,Gleysols,1,284100.0
SW1Y 4UJ,SW1Y 4,529611.0,180580.0,Westminster,20,Unsurveyed/Urban,1,117981100.0
HP20 1LH,HP20 1,483466.0,213941.0,Buckinghamshire,80,Unsurveyed/Urban,1,261200.0
TW18 2DH,TW18 2,504176.0,171210.0,Spelthorne,20,Unsurveyed/Urban,7,463400.0
SO51 6ES,SO51 6,427029.0,120820.0,Test Valley,40,Planosols,1,700300.0
HP17 8SZ,HP17 8,480362.0,207722.0,Buckinghamshire,90,Cambisols,1,519900.0
SO19 0SQ,SO19 0,446179.0,110740.0,Southampton,30,Leptosols,1,204700.0
SO21 1LT,SO21 1,451046.0,123221.0,Winchester,110,Leptosols,1,768700.0
N3 3JY,N3 3,524954.0,190409.0,Barnet,80,Unsurveyed/Urban,1,1061100.0
HA1 1FW,HA1 1,515821.0,188696.0,Harrow,60,Unsurveyed/Urban,1,669300.0
N7 6PJ,N7 6,530634.0,186040.0,Islington,30,Unsurveyed/Urban,1,639000.0
HA0 3RA,HA0 3,516656.0,186757.0,Brent,60,Unsurveyed/Urban,1,659700.0
W12 8QA,W12 8,523451.0,179729.0,Hammersmith and Fulham,10,Unsurveyed/Urban,1,639100.0
BN2 4JP,BN2 4,533920.0,106426.0,Brighton and Hove,60,Unsurveyed/Urban,1,387900.0
SS2 5SJ,SS2 5,587760.0,188279.0,Southend-on-Sea,10,Mixed,1,328100.0
DA16 2QQ,DA16 2,544868.0,175454.0,Bexley,60,Cambisols,1,466900.0
TN5 7JN,TN5 7,566729.0,130213.0,Rother,130,Planosols,1,444700.0
CR0 1HN,CR0 1,532686.0,164634.0,Croydon,60,Unsurveyed/Urban,1,416500.0
E3 5BJ,E3 5,536619.0,182649.0,Tower Hamlets,20,Unsurveyed/Urban,1,584800.0
SO45 4NA,SO45 4,441753.0,106637.0,New Forest,30,Unsurveyed/Urban,1,393800.0
SE2 0JS,SE2 0,547170.0,178492.0,Greenwich,20,Cambisols,1,284800.0
OX13 5LE,OX13 5,444198.0,201547.0,Vale of White Horse,90,Stagnosols,1,449000.0
RG31 4JQ,RG31 4,466179.0,173099.0,Reading,100,Unsurveyed/Urban,1,314200.0
NW6 1FE,NW6 1,525310.0,183440.0,Brent,30,Unsurveyed/Urban,1,920600.0
